year,auth_id,cumulative_deficit
1999,1304,
2000,1304,655.0
2001,1304,-616.0
2002,1304,-574.0
2003,1304,-522.0
2004,1304,-421.0
2005,1304,-7.0
2006,1304,-1.0
2007,1304,66.0
2008,1304,
2009,1304,468.0
2010,1304,592.0
2011,1304,825.0
2012,1304,1897.0
2013,1304,1716.0
2014,1304,1145.0
2015,1304,1702.0
2016,1304,2997.0
2017,1304,5956.0
2018,1304,10.527
2019,1304,11.399
2020,1304,13.084
2021,1304,13.935
2022,1304,15.012
1999,1309,
2000,1309,
2001,1309,-465.0
2002,1309,-606.0
2003,1309,-2712.0
2004,1309,-14397.0
2005,1309,-12145.0
2006,1309,
2007,1309,-6547.0
2008,1309,
2009,1309,-5180.0
2010,1309,-3517.0
2011,1309,-6633.0
2012,1309,-10834.0
2013,1309,-9867.0
2014,1309,-8817.0
2015,1309,-8800.0
2016,1309,-8792.0
2017,1309,-8526.0
2018,1309,-8.484
2019,1309,-8.343
2020,1309,-7.783
2021,1309,-7.667
2022,1309,-7.538
1999,2034,
2000,2034,
2001,2034,-441.0
2002,2034,-4269.0
2003,2034,-26078.0
2004,2034,-25868.0
2005,2034,-17583.0
2006,2034,
2007,2034,-7814.0
2008,2034,
2009,2034,-20896.0
2010,2034,-24620.0
2011,2034,-11505.0
2012,2034,-7336.0
2013,2034,-10254.0
2014,2034,-6359.0
2015,2034,-2617.0
2016,2034,-1724.0
2017,2034,-1631.0
2018,2034,-4.736
2019,2034,-4.548
2020,2034,-4.444
2021,2034,-4.439
2022,2034,-4.324
1999,2100,
2000,2100,
2001,2100,
2002,2100,
2003,2100,-3198.0
2004,2100,-3252.0
2005,2100,-3221.0
2006,2100,
2007,2100,-3800.0
2008,2100,
2009,2100,-8720.0
2010,2100,-8648.0
2011,2100,-5122.0
2012,2100,-8557.0
2013,2100,-9399.0
2014,2100,-9345.0
2015,2100,-7258.0
2016,2100,-4013.0
2017,2100,-3836.0
2018,2100,-3.753
2019,2100,-3.71
2020,2100,-3.689
2021,2100,-3.679
2022,2100,-3.667
1999,2200,
2000,2200,
2001,2200,
2002,2200,
2003,2200,-36858.0
2004,2200,-39171.0
2005,2200,-21043.0
2006,2200,
2007,2200,-27641.0
2008,2200,
2009,2200,-28788.0
2010,2200,-27996.0
2011,2200,-28729.0
2012,2200,-28620.0
2013,2200,-23572.0
2014,2200,-25468.0
2015,2200,-23458.0
2016,2200,-9140.0
2017,2200,-8208.0
2018,2200,-7.195
2019,2200,-6.857
2020,2200,-6.788
2021,2200,-6.586
2022,2200,-6.694
1999,2300,
2000,2300,
2001,2300,
2002,2300,-1961.0
2003,2300,-4531.0
2004,2300,-6220.0
2005,2300,-6291.0
2006,2300,
2007,2300,-5690.0
2008,2300,
2009,2300,-13666.0
2010,2300,-13389.0
2011,2300,-13344.0
2012,2300,-13306.0
2013,2300,-13295.0
2014,2300,-13262.0
2015,2300,-13243.0
2016,2300,-12588.0
2017,2300,-12572.0
2018,2300,-12.516
2019,2300,-12.554
2020,2300,-11.879
2021,2300,-11.835
2022,2300,-11.812
1999,2400,
2000,2400,
2001,2400,
2002,2400,
2003,2400,-54300.0
2004,2400,-60394.0
2005,2400,-57191.0
2006,2400,
2007,2400,-45131.0
2008,2400,
2009,2400,-23339.0
2010,2400,-22812.0
2011,2400,-22669.0
2012,2400,-22474.0
2013,2400,-22331.0
2014,2400,-22251.0
2015,2400,-25619.0
2016,2400,-28309.0
2017,2400,-36900.0
2018,2400,-40.463
2019,2400,-40.359
2020,2400,-40.034
2021,2400,-39.711
2022,2400,-39.68
1999,2500,
2000,2500,
2001,2500,884.0
2002,2500,
2003,2500,
2004,2500,
2005,2500,2282.0
2006,2500,
2007,2500,3835.0
2008,2500,
2009,2500,6093.0
2010,2500,7481.0
2011,2500,7695.0
2012,2500,9470.0
2013,2500,10119.0
2014,2500,6141.0
2015,2500,7203.0
2016,2500,7936.0
2017,2500,11132.0
2018,2500,12.803
2019,2500,14.063
2020,2500,14.27
2021,2500,18.6
2022,2500,14.201
1999,2530,
2000,2530,
2001,2530,
2002,2530,-6264.0
2003,2530,-11717.0
2004,2530,-14988.0
2005,2530,-14852.0
2006,2530,
2007,2530,
2008,2530,
2009,2530,-14241.0
2010,2530,-14613.0
2011,2530,-13359.0
2012,2530,-40713.0
2013,2530,-79584.0
2014,2530,-99267.0
2015,2530,-69047.0
2016,2530,-63483.0
2017,2530,-38480.0
2018,2530,-14.023
2019,2530,-13.98
2020,2530,-13.557
2021,2530,-8.877
2022,2530,-8.649
1999,2550,
2000,2550,
2001,2550,
2002,2550,-29710.0
2003,2550,-35553.0
2004,2550,-36264.0
2005,2550,-34863.0
2006,2550,
2007,2550,-28200.0
2008,2550,
2009,2550,-31575.0
2010,2550,-30989.0
2011,2550,-29946.0
2012,2550,-29415.0
2013,2550,-29130.0
2014,2550,-28579.0
2015,2550,-28415.0
2016,2550,-21072.0
2017,2550,-18546.0
2018,2550,-1.613
2019,2550,-1.681
2020,2550,-1.831
2021,2550,-19.132
2022,2550,-22.632
1999,2560,
2000,2560,
2001,2560,
2002,2560,
2003,2560,-31914.0
2004,2560,-38859.0
2005,2560,-26153.0
2006,2560,
2007,2560,
2008,2560,
2009,2560,-15277.0
2010,2560,-15447.0
2011,2560,-15701.0
2012,2560,-16267.0
2013,2560,-16923.0
2014,2560,-14767.0
2015,2560,-12090.0
2016,2560,-7071.0
2017,2560,-7063.0
2018,2560,-7.013
2019,2560,-6.993
2020,2560,-6.849
2021,2560,-6.725
2022,2560,-6.547
1999,2600,
2000,2600,
2001,2600,
2002,2600,
2003,2600,-176224.0
2004,2600,-150776.0
2005,2600,-125464.0
2006,2600,
2007,2600,-50578.0
2008,2600,
2009,2600,-53590.0
2010,2600,-62141.0
2011,2600,-70248.0
2012,2600,-68021.0
2013,2600,-64371.0
2014,2600,-53737.0
2015,2600,-63257.0
2016,2600,-67492.0
2017,2600,-70124.0
2018,2600,-84.342
2019,2600,-82.709
2020,2600,-81.351
2021,2600,-65.7
2022,2600,-63.55
1999,2610,
2000,2610,
2001,2610,
2002,2610,
2003,2610,-65289.0
2004,2610,-70990.0
2005,2610,-45923.0
2006,2610,
2007,2610,736.0
2008,2610,
2009,2610,1547.0
2010,2610,1658.0
2011,2610,1955.0
2012,2610,-3914.0
2013,2610,-15276.0
2014,2610,-35947.0
2015,2610,-34153.0
2016,2610,-30675.0
2017,2610,-29090.0
2018,2610,-34.836
2019,2610,-35.378
2020,2610,-48.54
2021,2610,-53.68
2022,2610,-72.322
1999,2620,
2000,2620,
2001,2620,
2002,2620,
2003,2620,-54528.0
2004,2620,-58319.0
2005,2620,-59963.0
2006,2620,
2007,2620,-60243.0
2008,2620,
2009,2620,-58163.0
2010,2620,-58005.0
2011,2620,-56398.0
2012,2620,-55769.0
2013,2620,-38990.0
2014,2620,-44822.0
2015,2620,-44807.0
2016,2620,-43794.0
2017,2620,-43610.0
2018,2620,-43.374
2019,2620,-42.738
2020,2620,-41.74
2021,2620,-41.37935
2022,2620,-39.987
1999,2630,
2000,2630,
2001,2630,
2002,2630,
2003,2630,-89811.0
2004,2630,-96305.0
2005,2630,-98476.0
2006,2630,
2007,2630,-62667.0
2008,2630,
2009,2630,-41421.0
2010,2630,3809.0
2011,2630,-2057.0
2012,2630,-1534.0
2013,2630,-7406.0
2014,2630,-24335.0
2015,2630,-39129.0
2016,2630,-59501.0
2017,2630,-100293.0
2018,2630,-135.153
2019,2630,-111.447
2020,2630,-83.413
2021,2630,-68.34
2022,2630,-62.99
1999,2640,
2000,2640,
2001,2640,
2002,2640,
2003,2640,-61546.0
2004,2640,-46028.0
2005,2640,-35831.0
2006,2640,
2007,2640,-12208.0
2008,2640,
2009,2640,-10592.0
2010,2640,-8898.0
2011,2640,-7100.0
2012,2640,-6083.0
2013,2640,-4576.0
2014,2640,5498.0
2015,2640,3965.0
2016,2640,4283.0
2017,2640,5704.0
2018,2640,7.029
2019,2640,13.199
2020,2640,14.301
2021,2640,33.068
2022,2640,38.211
1999,2650,
1999,2650,
1999,2650,
2000,2650,
2000,2650,
2000,2650,
2001,2650,
2001,2650,
2001,2650,
2002,2650,
2002,2650,
2002,2650,
2003,2650,-9122.0
2003,2650,-9122.0
2003,2650,-9122.0
2004,2650,-7698.0
2004,2650,-7698.0
2004,2650,-7698.0
2005,2650,-5270.0
2005,2650,-5270.0
2005,2650,-5270.0
2006,2650,
2006,2650,
2006,2650,
2007,2650,-791.0
2007,2650,-791.0
2007,2650,-791.0
2008,2650,-349.0
2008,2650,-349.0
2008,2650,-349.0
2009,2650,2014.0
2009,2650,2014.0
2009,2650,2014.0
2010,2650,3323.0
2010,2650,3323.0
2010,2650,3323.0
2011,2650,817.0
2011,2650,817.0
2011,2650,817.0
2012,2650,-988.0
2012,2650,-988.0
2012,2650,-988.0
2013,2650,-7433.0
2013,2650,-7433.0
2013,2650,-7433.0
2014,2650,-6327.0
2014,2650,-6327.0
2014,2650,-6327.0
2015,2650,-11485.0
2015,2650,-11485.0
2015,2650,-11485.0
2016,2650,-10467.0
2016,2650,-10467.0
2016,2650,-10467.0
2017,2650,-10293.0
2017,2650,-10293.0
2017,2650,-10293.0
2018,2650,-9.786
2018,2650,-9.786
2018,2650,-9.786
2019,2650,-9.692
2019,2650,-9.692
2019,2650,-9.692
2020,2650,-9.606
2020,2650,-9.606
2020,2650,-9.606
2021,2650,-9.035
2021,2650,-9.035
2021,2650,-9.035
2022,2650,-8.894
2022,2650,-8.894
2022,2650,-8.894
1999,2660,
2000,2660,
2001,2660,
2002,2660,
2003,2660,-36737.0
2004,2660,-28388.0
2005,2660,-21402.0
2006,2660,
2007,2660,-22457.0
2008,2660,
2009,2660,-27663.0
2010,2660,-24971.0
2011,2660,-18914.0
2012,2660,-19614.0
2013,2660,-25159.0
2014,2660,-22496.0
2015,2660,-21766.0
2016,2660,-20402.0
2017,2660,-20326.0
2018,2660,-19.694
2019,2660,-19.351
2020,2660,-19.086
2021,2660,-16.978
2022,2660,-13.974
1999,2800,
2000,2800,
2001,2800,
2002,2800,
2003,2800,-41969.0
2004,2800,-45843.0
2005,2800,-46469.0
2006,2800,
2007,2800,-32299.0
2008,2800,
2009,2800,-18971.0
2010,2800,-20048.0
2011,2800,-28429.0
2012,2800,-33209.0
2013,2800,-36811.0
2014,2800,-35484.0
2015,2800,-36277.0
2016,2800,-42738.0
2017,2800,-44969.0
2018,2800,-39.317
2019,2800,-42.875
2020,2800,-41.373
2021,2800,0.0
2022,2800,-30.996
1999,3000,
1999,3000,
1999,3000,
2000,3000,
2000,3000,
2000,3000,
2001,3000,
2001,3000,
2001,3000,
2002,3000,
2002,3000,
2002,3000,
2003,3000,-534147.0
2003,3000,-534147.0
2003,3000,-534147.0
2004,3000,-556770.0
2004,3000,-556770.0
2004,3000,-556770.0
2005,3000,-541341.0
2005,3000,-541341.0
2005,3000,-541341.0
2006,3000,
2006,3000,
2006,3000,
2007,3000,-326513.0
2007,3000,-326513.0
2007,3000,-326513.0
2008,3000,
2008,3000,
2008,3000,
2009,3000,-288079.0
2009,3000,-288079.0
2009,3000,-288079.0
2010,3000,-277893.0
2010,3000,-277893.0
2010,3000,-277893.0
2011,3000,-273568.0
2011,3000,-273568.0
2011,3000,-273568.0
2012,3000,-265117.0
2012,3000,-265117.0
2012,3000,-265117.0
2013,3000,-271020.0
2013,3000,-271020.0
2013,3000,-271020.0
2014,3000,-271501.0
2014,3000,-271501.0
2014,3000,-271501.0
2015,3000,-266846.0
2015,3000,-266846.0
2015,3000,-266846.0
2016,3000,-272622.0
2016,3000,-272622.0
2016,3000,-272622.0
2017,3000,-272622.0
2017,3000,-272622.0
2017,3000,-272622.0
2018,3000,-267.764
2018,3000,-267.764
2018,3000,-267.764
2019,3000,-267.409
2019,3000,-267.409
2019,3000,-267.409
2020,3000,-263.058
2020,3000,-263.058
2020,3000,-263.058
2021,3000,-262.647
2021,3000,-262.647
2021,3000,-262.647
2022,3000,-262.401
2022,3000,-262.401
2022,3000,-262.401
1999,3557,
2000,3557,
2001,3557,
2002,3557,-5191.0
2003,3557,-7431.0
2004,3557,-7748.0
2005,3557,-4767.0
2006,3557,
2007,3557,-1388.0
2008,3557,
2009,3557,-955.0
2010,3557,300.0
2011,3557,226.0
2012,3557,183.0
2013,3557,191.0
2014,3557,355.0
2015,3557,355.0
2016,3557,355.0
2017,3557,1269.0
2018,3557,0.628
2019,3557,0.01
2020,3557,0.061
2021,3557,0.07
2022,3557,0.094
1999,3560,
2000,3560,
2001,3560,
2002,3560,-1588.0
2003,3560,-3979.0
2004,3560,-6884.0
2005,3560,-5507.0
2006,3560,
2007,3560,-2456.0
2008,3560,
2009,3560,-1584.0
2010,3560,-1644.0
2011,3560,-1647.0
2012,3560,-2496.0
2013,3560,-4021.0
2014,3560,-3005.0
2015,3560,-3000.0
2016,3560,-2027.0
2017,3560,-2022.0
2018,3560,-1.54
2019,3560,-1.879
2020,3560,-2.249
2021,3560,-2.409
2022,3560,-2.42
1999,3570,
2000,3570,
2001,3570,
2002,3570,
2003,3570,-18014.0
2004,3570,-18872.0
2005,3570,-11284.0
2006,3570,
2007,3570,-6665.0
2008,3570,
2009,3570,-5792.0
2010,3570,-5419.0
2011,3570,-5213.0
2012,3570,-5127.0
2013,3570,-4770.0
2014,3570,-4369.0
2015,3570,-4233.0
2016,3570,-4121.0
2017,3570,-3183.0
2018,3570,-3.166
2019,3570,-3.046
2020,3570,-2.94
2021,3570,-2.455
2022,3570,-2.34
1999,3574,
2000,3574,
2001,3574,
2002,3574,112.0
2003,3574,-36.0
2004,3574,
2005,3574,-97.0
2006,3574,-237.0
2007,3574,-361.0
2008,3574,-291.0
2009,3574,-334.0
2010,3574,-368.0
2011,3574,-708.0
2012,3574,-1154.0
2013,3574,-1480.0
2014,3574,-1879.0
2015,3574,-1945.0
2016,3574,-1945.0
2017,3574,-2152.0
2018,3574,-3.148
2019,3574,-3.439
2020,3574,-3.696
2021,3574,-4.026
2022,3574,-3.989
1999,3608,
2000,3608,
2001,3608,
2002,3608,-3455.0
2003,3608,-8147.0
2004,3608,-12403.0
2005,3608,-9194.0
2006,3608,
2007,3608,-8148.0
2008,3608,
2009,3608,
2010,3608,
2011,3608,-6181.0
2012,3608,-1997.0
2013,3608,-689.0
2014,3608,-689.0
2015,3608,-683.0
2016,3608,-670.0
2017,3608,-411.0
2018,3608,-0.653
2019,3608,0.273
2020,3608,
2021,3608,1.497
2022,3608,2.288
1999,3611,
2000,3611,
2001,3611,
2002,3611,-2117.0
2003,3611,-1997.0
2004,3611,-7030.0
2005,3611,-6973.0
2006,3611,
2007,3611,-3247.0
2008,3611,
2009,3611,
2010,3611,-5846.0
2011,3611,-7994.0
2012,3611,-5440.0
2013,3611,-4887.0
2014,3611,-4760.0
2015,3611,-6746.0
2016,3611,-7126.0
2017,3611,-7156.0
2018,3611,-7.043
2019,3611,-10.278
2020,3611,-10.587
2021,3611,-8.601
2022,3611,-8.417
1999,3616,
2000,3616,
2001,3616,
2002,3616,
2003,3616,-15440.0
2004,3616,-15036.0
2005,3616,-19659.0
2006,3616,
2007,3616,-13459.0
2008,3616,
2009,3616,-17562.0
2010,3616,-13129.0
2011,3616,-9343.0
2012,3616,-12656.0
2013,3616,-20216.0
2014,3616,-24065.0
2015,3616,-22731.0
2016,3616,-22562.0
2017,3616,-22447.0
2018,3616,-22.4
2019,3616,-26.203
2020,3616,-29.649
2021,3616,-23.366
2022,3616,-23.288
1999,3640,
2000,3640,
2001,3640,-767.0
2002,3640,-3401.0
2003,3640,-3856.0
2004,3640,-2399.0
2005,3640,-2132.0
2006,3640,
2007,3640,-1736.0
2008,3640,
2009,3640,-1489.0
2010,3640,-1591.0
2011,3640,-1643.0
2012,3640,-2072.0
2013,3640,-3943.0
2014,3640,-5901.0
2015,3640,-4946.0
2016,3640,-5604.0
2017,3640,-7129.0
2018,3640,-11.221
2019,3640,-16.39
2020,3640,-19.485
2021,3640,-15.293
2022,3640,-18.457
1999,3650,
2000,3650,
2001,3650,
2002,3650,-1867.0
2003,3650,-1749.0
2004,3650,-1693.0
2005,3650,-1644.0
2006,3650,
2007,3650,-1605.0
2008,3650,
2009,3650,-1469.0
2010,3650,-1419.0
2011,3650,-1457.0
2012,3650,-2031.0
2013,3650,-2057.0
2014,3650,-2030.0
2015,3650,-2882.0
2016,3650,-5140.0
2017,3650,-4707.0
2018,3650,-4.144
2019,3650,-4.561
2020,3650,-4.283
2021,3650,-3.498
2022,3650,-3.131
1999,3652,
2000,3652,14.0
2001,3652,
2002,3652,-1396.0
2003,3652,-4934.0
2004,3652,-7560.0
2005,3652,-10986.0
2006,3652,
2007,3652,-6468.0
2008,3652,
2009,3652,-4032.0
2010,3652,-1979.0
2011,3652,-653.0
2012,3652,-1289.0
2013,3652,-1437.0
2014,3652,-5108.0
2015,3652,-6332.0
2016,3652,-5227.0
2017,3652,-5247.0
2018,3652,-8.008
2019,3652,-28.42
2020,3652,-20.028
2021,3652,-9.668
2022,3652,-7.471
1999,3660,
2000,3660,967.0
2001,3660,-824.0
2002,3660,-792.0
2003,3660,-3658.0
2004,3660,-5114.0
2005,3660,-6392.0
2006,3660,
2007,3660,-6963.0
2008,3660,
2009,3660,-2920.0
2010,3660,-2886.0
2011,3660,-1354.0
2012,3660,-1314.0
2013,3660,-2579.0
2014,3660,-5888.0
2015,3660,-6521.0
2016,3660,-4108.0
2017,3660,-3881.0
2018,3660,-3.653
2019,3660,-4.426
2020,3660,-3.09
2021,3660,-2.125
2022,3660,-1.513
1999,3730,
2000,3730,
2001,3730,
2002,3730,-11491.0
2003,3730,-16325.0
2004,3730,-19640.0
2005,3730,-16070.0
2006,3730,
2007,3730,-12190.0
2008,3730,
2009,3730,-9002.0
2010,3730,-7638.0
2011,3730,-4138.0
2012,3730,-4131.0
2013,3730,-4414.0
2014,3730,-4383.0
2015,3730,-6846.0
2016,3730,-6066.0
2017,3730,-5243.0
2018,3730,0.542
2019,3730,0.2
2020,3730,0.805
2021,3730,-5.205
2022,3730,-3.491
1999,3750,
2000,3750,
2001,3750,
2002,3750,-1719.0
2003,3750,-4855.0
2004,3750,-7458.0
2005,3750,-9021.0
2006,3750,
2007,3750,-4621.0
2008,3750,
2009,3750,-3605.0
2010,3750,-1824.0
2011,3750,-5847.0
2012,3750,-5842.0
2013,3750,-9631.0
2014,3750,-8459.0
2015,3750,-8538.0
2016,3750,-7984.0
2017,3750,-8215.0
2018,3750,-16.821
2019,3750,-18.101
2020,3750,-12.089
2021,3750,-7.273
2022,3750,-7.273
1999,3760,
2000,3760,311.0
2001,3760,-349.0
2002,3760,-588.0
2003,3760,-1265.0
2004,3760,-1322.0
2005,3760,-807.0
2006,3760,-753.0
2007,3760,-940.0
2008,3760,-854.0
2009,3760,-761.0
2010,3760,-751.0
2011,3760,-745.0
2012,3760,-728.0
2013,3760,-718.0
2014,3760,-716.0
2015,3760,-715.0
2016,3760,-711.0
2017,3760,-705.0
2018,3760,-0.698
2019,3760,-0.698
2020,3760,-3.256
2021,3760,-11.75374
2022,3760,-19.114
1999,3769,
2000,3769,559.0
2001,3769,-122.0
2002,3769,23.0
2003,3769,
2004,3769,
2005,3769,771.0
2006,3769,
2007,3769,1163.0
2008,3769,
2009,3769,955.0
2010,3769,386.0
2011,3769,813.0
2012,3769,152.0
2013,3769,156.0
2014,3769,-81.0
2015,3769,-1990.0
2016,3769,-1800.0
2017,3769,-1690.0
2018,3769,-2.726
2019,3769,-2.292
2020,3769,-1.368
2021,3769,-0.915
2022,3769,-0.058
1999,3780,
2000,3780,469.0
2001,3780,71.0
2002,3780,
2003,3780,-1127.0
2004,3780,-5113.0
2005,3780,-3256.0
2006,3780,
2007,3780,-10545.0
2008,3780,
2009,3780,-12873.0
2010,3780,-11105.0
2011,3780,-14425.0
2012,3780,-18297.0
2013,3780,-32004.0
2014,3780,-31943.0
2015,3780,-23978.0
2016,3780,-13247.0
2017,3780,-13199.0
2018,3780,-13.1
2019,3780,-13.033
2020,3780,-12.587
2021,3780,-12.486
2022,3780,-16.551
1999,3797,
2000,3797,
2001,3797,
2002,3797,-3901.0
2003,3797,-7359.0
2004,3797,-9113.0
2005,3797,-6866.0
2006,3797,
2007,3797,-3536.0
2008,3797,
2009,3797,2189.0
2010,3797,2820.0
2011,3797,7818.0
2012,3797,7564.0
2013,3797,7302.0
2014,3797,3064.0
2015,3797,3170.0
2016,3797,3550.0
2017,3797,5448.0
2018,3797,-5.606
2019,3797,-3.019
2020,3797,1.037
2021,3797,5.871
2022,3797,5.504
1999,4000,
2000,4000,
2001,4000,
2002,4000,
2003,4000,-124901.0
2004,4000,-132467.0
2005,4000,-130258.0
2006,4000,
2007,4000,-78064.0
2008,4000,
2009,4000,-66495.0
2010,4000,-50523.0
2011,4000,-30071.0
2012,4000,-21190.0
2013,4000,-20025.0
2014,4000,-17794.0
2015,4000,-15606.0
2016,4000,-13593.0
2017,4000,-3388.0
2018,4000,-1.412
2019,4000,0.958
2020,4000,1.327
2021,4000,1.67147
2022,4000,2.245
1999,4100,
2000,4100,
2001,4100,
2002,4100,-1513.0
2003,4100,-821.0
2004,4100,-830.0
2005,4100,-502.0
2006,4100,
2007,4100,888.0
2008,4100,
2009,4100,425.0
2010,4100,383.0
2011,4100,723.0
2012,4100,657.0
2013,4100,-164.0
2014,4100,
2015,4100,53.0
2016,4100,57.0
2017,4100,68.0
2018,4100,-0.401
2019,4100,-0.05
2020,4100,0.242
2021,4100,0.17
2022,4100,2.65
1999,5000,
2000,5000,
2001,5000,
2002,5000,
2003,5000,-881345.0
2004,5000,-858840.0
2005,5000,-834771.0
2006,5000,
2007,5000,-712093.0
2008,5000,
2009,5000,-610603.0
2010,5000,-559842.0
2011,5000,-515930.0
2012,5000,-470741.0
2013,5000,-435357.0
2014,5000,-400789.0
2015,5000,-382366.0
2016,5000,-365221.0
2017,5000,-351803.0
2018,5000,-337.309
2019,5000,-330.892
2020,5000,-329.383
2021,5000,-325.836
2022,5000,-322.37
1999,6100,
2000,6100,
2001,6100,
2002,6100,
2003,6100,-191265.0
2004,6100,-253435.0
2005,6100,-266976.0
2006,6100,
2007,6100,-285573.0
2008,6100,
2009,6100,-181254.0
2010,6100,-122294.0
2011,6100,-102726.0
2012,6100,-93439.0
2013,6100,-95335.0
2014,6100,-96134.0
2015,6100,-97934.0
2016,6100,-99760.0
2017,6100,-101250.0
