year,auth_id,cumulative_deficit
2018,6100,-101.175
2019,6100,-101.107
2020,6100,-109.574
2021,6100,-109.429
2022,6100,-109.019
1999,6200,
1999,6200,
1999,6200,
2000,6200,
2000,6200,
2000,6200,
2001,6200,
2001,6200,
2001,6200,
2002,6200,
2002,6200,
2002,6200,
2003,6200,-171427.0
2003,6200,-171427.0
2003,6200,-171427.0
2004,6200,-169323.0
2004,6200,-169323.0
2004,6200,-169323.0
2005,6200,-139870.0
2005,6200,-139870.0
2005,6200,-139870.0
2006,6200,
2006,6200,
2006,6200,
2007,6200,-94363.0
2007,6200,-94363.0
2007,6200,-94363.0
2008,6200,
2008,6200,
2008,6200,
2009,6200,-94755.0
2009,6200,-94755.0
2009,6200,-94755.0
2010,6200,-94562.0
2010,6200,-94562.0
2010,6200,-94562.0
2011,6200,-94126.0
2011,6200,-94126.0
2011,6200,-94126.0
2012,6200,-93544.0
2012,6200,-93544.0
2012,6200,-93544.0
2013,6200,-92652.0
2013,6200,-92652.0
2013,6200,-92652.0
2014,6200,-91562.0
2014,6200,-91562.0
2014,6200,-91562.0
2015,6200,-99175.0
2015,6200,-99175.0
2015,6200,-99175.0
2016,6200,-91336.0
2016,6200,-91336.0
2016,6200,-91336.0
2017,6200,-91210.0
2017,6200,-91210.0
2017,6200,-91210.0
2018,6200,-96.046
2018,6200,-96.046
2018,6200,-96.046
2019,6200,-110.031
2019,6200,-110.031
2019,6200,-110.031
2020,6200,-127.636
2020,6200,-127.636
2020,6200,-127.636
2021,6200,-95.035
2021,6200,-95.035
2021,6200,-95.035
2022,6200,-92.285
2022,6200,-92.285
2022,6200,-92.285
1999,6300,
2000,6300,
2001,6300,
2002,6300,
2003,6300,-111149.0
2004,6300,-122281.0
2005,6300,-112180.0
2006,6300,
2007,6300,-85888.0
2008,6300,
2009,6300,-110718.0
2010,6300,-105147.0
2011,6300,-102946.0
2012,6300,-100792.0
2013,6300,-103048.0
2014,6300,-103024.0
2015,6300,-99740.0
2016,6300,-99667.0
2017,6300,-100292.0
2018,6300,-100.349
2019,6300,-99.551
2020,6300,-97.762
2021,6300,-95.76
2022,6300,-90.412
1999,6400,
2000,6400,
2001,6400,
2002,6400,
2003,6400,-63529.0
2004,6400,-54524.0
2005,6400,-37591.0
2006,6400,
2007,6400,42840.0
2008,6400,
2009,6400,50818.0
2010,6400,62358.0
2011,6400,59350.0
2012,6400,52149.0
2013,6400,32644.0
2014,6400,23286.0
2015,6400,19442.0
2016,6400,26732.0
2017,6400,48854.0
2018,6400,46.457
2019,6400,79.801
2020,6400,104.053
2021,6400,134.106
2022,6400,88.095
1999,6500,
2000,6500,
2001,6500,
2002,6500,
2003,6500,-162335.0
2004,6500,-171924.0
2005,6500,-172804.0
2006,6500,
2007,6500,-143378.0
2008,6500,
2009,6500,-84941.0
2010,6500,-88191.0
2011,6500,-93264.0
2012,6500,-100964.0
2013,6500,-102587.0
2014,6500,-103279.0
2015,6500,-98837.0
2016,6500,-97813.0
2017,6500,-96758.0
2018,6500,-96.022
2019,6500,-94.484
2020,6500,-93.372
2021,6500,-92.8
2022,6500,-91.816
1999,6600,
2000,6600,
2001,6600,
2002,6600,
2003,6600,-27304.0
2004,6600,-26046.0
2005,6600,-24959.0
2006,6600,
2007,6600,-21003.0
2008,6600,
2009,6600,-15064.0
2010,6600,-13090.0
2011,6600,-11536.0
2012,6600,-9325.0
2013,6600,-7044.0
2014,6600,-4971.0
2015,6600,-3518.0
2016,6600,167.0
2017,6600,3522.0
2018,6600,26.835
2019,6600,74.197
2020,6600,106.531
2021,6600,185.643
2022,6600,155.452
1999,6700,
1999,6700,
1999,6700,
1999,6700,
2000,6700,
2000,6700,
2000,6700,
2000,6700,
2001,6700,
2001,6700,
2001,6700,
2001,6700,
2002,6700,
2002,6700,
2002,6700,
2002,6700,
2003,6700,-48802.0
2003,6700,-48802.0
2003,6700,-48802.0
2003,6700,-48802.0
2004,6700,-56142.0
2004,6700,-56142.0
2004,6700,-56142.0
2004,6700,-56142.0
2005,6700,-64892.0
2005,6700,-64892.0
2005,6700,-64892.0
2005,6700,-64892.0
2006,6700,
2006,6700,
2006,6700,
2006,6700,
2007,6700,-85358.0
2007,6700,-85358.0
2007,6700,-85358.0
2007,6700,-85358.0
2008,6700,
2008,6700,
2008,6700,
2008,6700,
2009,6700,-68795.0
2009,6700,-68795.0
2009,6700,-68795.0
2009,6700,-68795.0
2010,6700,-91846.0
2010,6700,-91846.0
2010,6700,-91846.0
2010,6700,-91846.0
2011,6700,-128371.0
2011,6700,-128371.0
2011,6700,-128371.0
2011,6700,-128371.0
2012,6700,-147587.0
2012,6700,-147587.0
2012,6700,-147587.0
2012,6700,-147587.0
2013,6700,-116184.0
2013,6700,-116184.0
2013,6700,-116184.0
2013,6700,-116184.0
2014,6700,-80179.0
2014,6700,-80179.0
2014,6700,-80179.0
2014,6700,-80179.0
2015,6700,-76859.0
2015,6700,-76859.0
2015,6700,-76859.0
2015,6700,-76859.0
2016,6700,-102243.0
2016,6700,-102243.0
2016,6700,-102243.0
2016,6700,-102243.0
2017,6700,-98175.0
2017,6700,-98175.0
2017,6700,-98175.0
2017,6700,-98175.0
2018,6700,-89.993
2018,6700,-89.993
2018,6700,-89.993
2018,6700,-89.993
2019,6700,-88.545
2019,6700,-88.545
2019,6700,-88.545
2019,6700,-88.545
2020,6700,-59.287
2020,6700,-59.287
2020,6700,-59.287
2020,6700,-59.287
2021,6700,-26.266
2021,6700,-26.266
2021,6700,-26.266
2021,6700,-26.266
2022,6700,-17.72
2022,6700,-17.72
2022,6700,-17.72
2022,6700,-17.72
1999,6800,
2000,6800,
2001,6800,
2002,6800,
2003,6800,-29303.0
2004,6800,-51177.0
2005,6800,-45380.0
2006,6800,
2007,6800,-40531.0
2008,6800,
2009,6800,-25550.0
2010,6800,-20552.0
2011,6800,-16758.0
2012,6800,-15290.0
2013,6800,-14792.0
2014,6800,-14276.0
2015,6800,-12518.0
2016,6800,-10281.0
2017,6800,-10256.0
2018,6800,-9.424
2019,6800,-8.745
2020,6800,-8.364
2021,6800,-7.753
2022,6800,-7.507
1999,6900,
1999,6900,
1999,6900,
2000,6900,
2000,6900,
2000,6900,
2001,6900,
2001,6900,
2001,6900,
2002,6900,
2002,6900,
2002,6900,
2003,6900,-104020.0
2003,6900,-104020.0
2003,6900,-104020.0
2004,6900,-101893.0
2004,6900,-101893.0
2004,6900,-101893.0
2005,6900,-74911.0
2005,6900,-74911.0
2005,6900,-74911.0
2006,6900,
2006,6900,
2006,6900,
2007,6900,-24086.0
2007,6900,-24086.0
2007,6900,-24086.0
2008,6900,
2008,6900,
2008,6900,
2009,6900,-23016.0
2009,6900,-23016.0
2009,6900,-23016.0
2010,6900,-21752.0
2010,6900,-21752.0
2010,6900,-21752.0
2011,6900,-19683.0
2011,6900,-19683.0
2011,6900,-19683.0
2012,6900,-16970.0
2012,6900,-16970.0
2012,6900,-16970.0
2013,6900,-14874.0
2013,6900,-14874.0
2013,6900,-14874.0
2014,6900,-13122.0
2014,6900,-13122.0
2014,6900,-13122.0
2015,6900,-10356.0
2015,6900,-10356.0
2015,6900,-10356.0
2016,6900,-7674.0
2016,6900,-7674.0
2016,6900,-7674.0
2017,6900,-4973.0
2017,6900,-4973.0
2017,6900,-4973.0
2018,6900,-3.466
2018,6900,-3.466
2018,6900,-3.466
2019,6900,-2.221
2019,6900,-2.221
2019,6900,-2.221
2020,6900,-0.823
2020,6900,-0.823
2020,6900,-0.823
2021,6900,16.585
2021,6900,16.585
2021,6900,16.585
2022,6900,20.016
2022,6900,20.016
2022,6900,20.016
1999,7000,
1999,7000,
1999,7000,
2000,7000,
2000,7000,
2000,7000,
2001,7000,
2001,7000,
2001,7000,
2002,7000,
2002,7000,
2002,7000,
2003,7000,-215386.0
2003,7000,-215386.0
2003,7000,-215386.0
2004,7000,-231367.0
2004,7000,-231367.0
2004,7000,-231367.0
2005,7000,-202534.0
2005,7000,-202534.0
2005,7000,-202534.0
2006,7000,
2006,7000,
2006,7000,
2007,7000,-153420.0
2007,7000,-153420.0
2007,7000,-153420.0
2008,7000,
2008,7000,
2008,7000,
2009,7000,-73430.0
2009,7000,-73430.0
2009,7000,-73430.0
2010,7000,-57691.0
2010,7000,-57691.0
2010,7000,-57691.0
2011,7000,-18828.0
2011,7000,-18828.0
2011,7000,-18828.0
2012,7000,3347.0
2012,7000,3347.0
2012,7000,3347.0
2013,7000,21919.0
2013,7000,21919.0
2013,7000,21919.0
2014,7000,40360.0
2014,7000,40360.0
2014,7000,40360.0
2015,7000,49309.0
2015,7000,49309.0
2015,7000,49309.0
2016,7000,22415.0
2016,7000,22415.0
2016,7000,22415.0
2017,7000,43197.0
2017,7000,43197.0
2017,7000,43197.0
2018,7000,40.687
2018,7000,40.687
2018,7000,40.687
2019,7000,18.013
2019,7000,18.013
2019,7000,18.013
2020,7000,20.956
2020,7000,20.956
2020,7000,20.956
2021,7000,16.217
2021,7000,16.217
2021,7000,16.217
2022,7000,17.598260869999997
2022,7000,17.598260869999997
2022,7000,17.598260869999997
1999,7100,
1999,7100,
1999,7100,
2000,7100,
2000,7100,
2000,7100,
2001,7100,
2001,7100,
2001,7100,
2002,7100,
2002,7100,
2002,7100,
2003,7100,-16349.0
2003,7100,-16349.0
2003,7100,-16349.0
2004,7100,-16285.0
2004,7100,-16285.0
2004,7100,-16285.0
2005,7100,-15900.0
2005,7100,-15900.0
2005,7100,-15900.0
2006,7100,
2006,7100,
2006,7100,
2007,7100,-15599.0
2007,7100,-15599.0
2007,7100,-15599.0
2008,7100,
2008,7100,
2008,7100,
2009,7100,-15794.0
2009,7100,-15794.0
2009,7100,-15794.0
2010,7100,-14480.0
2010,7100,-14480.0
2010,7100,-14480.0
2011,7100,-11270.0
2011,7100,-11270.0
2011,7100,-11270.0
2012,7100,-10598.0
2012,7100,-10598.0
2012,7100,-10598.0
2013,7100,-9951.0
2013,7100,-9951.0
2013,7100,-9951.0
2014,7100,-9181.0
2014,7100,-9181.0
2014,7100,-9181.0
2015,7100,-7169.0
2015,7100,-7169.0
2015,7100,-7169.0
2016,7100,-6865.0
2016,7100,-6865.0
2016,7100,-6865.0
2017,7100,-6858.0
2017,7100,-6858.0
2017,7100,-6858.0
2018,7100,-6.853
2018,7100,-6.853
2018,7100,-6.853
2019,7100,-6.821
2019,7100,-6.821
2019,7100,-6.821
2020,7100,-6.804
2020,7100,-6.804
2020,7100,-6.804
2021,7100,-6.79
2021,7100,-6.79
2021,7100,-6.79
2022,7100,-6.779
2022,7100,-6.779
2022,7100,-6.779
1999,7200,
2000,7200,
2001,7200,
2002,7200,
2003,7200,-6400.0
2004,7200,-5895.0
2005,7200,-3353.0
2006,7200,
2007,7200,-743.0
2008,7200,-169.0
2009,7200,38.0
2010,7200,287.0
2011,7200,874.0
2012,7200,1311.0
2013,7200,1496.0
2014,7200,2254.0
2015,7200,2445.0
2016,7200,370.0
2017,7200,920.0
2018,7200,1.206
2019,7200,3.268
2020,7200,7.756
2021,7200,9.251
2022,7200,4.438
1999,7400,
2000,7400,
2001,7400,
2002,7400,
2003,7400,-45772.0
2004,7400,-70975.0
2005,7400,-68957.0
2006,7400,
2007,7400,-46314.0
2008,7400,
2009,7400,-38291.0
2010,7400,-38240.0
2011,7400,-37989.0
2012,7400,-48393.0
2013,7400,-57257.0
2014,7400,-54857.0
2015,7400,-54539.0
2016,7400,-54108.0
2017,7400,-53358.0
2018,7400,-51.473
2019,7400,-56.455
2020,7400,-55.667
2021,7400,-54.533
2022,7400,-57.821
1999,7600,
2000,7600,
2001,7600,
2002,7600,
2003,7600,-64970.0
2004,7600,-79220.0
2005,7600,-66392.0
2006,7600,
2007,7600,-16536.0
2008,7600,
2009,7600,-34431.0
2010,7600,-38933.0
2011,7600,-40793.0
2012,7600,-34902.0
2013,7600,-34900.0
2014,7600,-52674.0
2015,7600,-49575.0
2016,7600,-49237.0
2017,7600,-49251.0
2018,7600,-49.13
2019,7600,-48.807
2020,7600,-48.807
2021,7600,-48.113
2022,7600,-48.163
1999,7700,
2000,7700,
2001,7700,
2002,7700,
2003,7700,-28811.0
2004,7700,-33432.0
2005,7700,-39623.0
2006,7700,
2007,7700,-21935.0
2008,7700,
2009,7700,-14561.0
2010,7700,-13993.0
2011,7700,-13158.0
2012,7700,-12519.0
2013,7700,-12232.0
2014,7700,-11842.0
2015,7700,-11633.0
2016,7700,-11430.0
2017,7700,-11133.0
2018,7700,-10.662
2019,7700,-10.293
2020,7700,-10.278
2021,7700,-10.038
2022,7700,-9.698
1999,7800,
2000,7800,
2001,7800,
2002,7800,-45026.0
2003,7800,-57123.0
2004,7800,-55893.0
2005,7800,-38462.0
2006,7800,
2007,7800,-15945.0
2008,7800,
2009,7800,-10274.0
2010,7800,-6806.0
2011,7800,-4540.0
2012,7800,-4382.0
2013,7800,-4061.0
2014,7800,-3896.0
2015,7800,-3589.0
2016,7800,-3301.0
2017,7800,-3225.0
2018,7800,-3.022
2019,7800,-2.668
2020,7800,-2.435
2021,7800,-2.23
2022,7800,-2.034
1999,7900,
2000,7900,
2001,7900,
2002,7900,
2003,7900,-147588.0
2004,7900,-199081.0
2005,7900,-215053.0
2006,7900,
2007,7900,-213024.0
2008,7900,
2009,7900,-179265.0
2010,7900,-177670.0
2011,7900,-177566.0
2012,7900,-177530.0
2013,7900,-175186.0
2014,7900,-174815.0
2015,7900,-174773.0
2016,7900,-172509.0
2017,7900,-170275.0
2018,7900,-165.157
2019,7900,-162.95
2020,7900,-159.477
2021,7900,-156.162
2022,7900,-152.457
1999,8000,
2000,8000,
2001,8000,
2002,8000,
2003,8000,-27746.0
2004,8000,-29793.0
2005,8000,-25685.0
2006,8000,
2007,8000,-21941.0
2008,8000,
2009,8000,-37960.0
2010,8000,-31415.0
2011,8000,-30378.0
2012,8000,-27609.0
2013,8000,-27738.0
2014,8000,-31347.0
2015,8000,-33304.0
2016,8000,-38581.0
2017,8000,-38457.0
2018,8000,-36.67
2019,8000,-39.092
2020,8000,-48.061
2021,8000,-66.331
2022,8000,-86.256
1999,8200,
2000,8200,
2001,8200,
2002,8200,
2003,8200,-25355.0
2004,8200,-30262.0
2005,8200,-20172.0
2006,8200,
2007,8200,-12651.0
2008,8200,
2009,8200,-24579.0
2010,8200,-20805.0
2011,8200,-24955.0
2012,8200,-26265.0
2013,8200,-30154.0
2014,8200,-28992.0
2015,8200,-24645.0
2016,8200,-17358.0
2017,8200,-16917.0
2018,8200,-15.389
2019,8200,-15.191
2020,8200,-9.154
2021,8200,-5.59
2022,8200,-5.23
1999,8300,
2000,8300,
2001,8300,
2002,8300,
2003,8300,-65819.0
2004,8300,-24659.0
2005,8300,19606.0
2006,8300,
2007,8300,69983.0
2008,8300,
2009,8300,87686.0
2010,8300,95864.0
2011,8300,80603.0
2012,8300,50509.0
2013,8300,31600.0
2014,8300,24743.0
2015,8300,25193.0
2016,8300,29619.0
2017,8300,47948.0
2018,8300,51.065
2019,8300,46.313
2020,8300,60.885
2021,8300,65.688
2022,8300,61.983
1999,8400,
2000,8400,
2001,8400,
2002,8400,
2003,8400,-132930.0
2004,8400,-132593.0
2005,8400,-126792.0
2006,8400,
2007,8400,-81959.0
2008,8400,
2009,8400,-121743.0
2010,8400,-121336.0
2011,8400,-119399.0
2012,8400,-131365.0
2013,8400,-133677.0
2014,8400,-154422.0
2015,8400,-149600.0
2016,8400,-142028.0
2017,8400,-140427.0
2018,8400,-152.852
2019,8400,-152.688
2020,8400,-151.697
2021,8400,-151.596
2022,8400,-151.087
1999,8500,
2000,8500,
2001,8500,
2002,8500,
2003,8500,-80095.0
2004,8500,-100053.0
2005,8500,-67638.0
2006,8500,
2007,8500,-52097.0
2008,8500,
2009,8500,-47095.0
2010,8500,-45075.0
2011,8500,-49214.0
2012,8500,-47992.0
2013,8500,-56676.0
2014,8500,-59651.0
2015,8500,-71440.0
2016,8500,-70930.0
2017,8500,-77863.0
2018,8500,-79.146
2019,8500,-76.947
2020,8500,-75.151
2021,8500,-74.699
2022,8500,-75.079
1999,8600,
1999,8600,
2000,8600,
2000,8600,
2001,8600,
2001,8600,
2002,8600,
2002,8600,
2003,8600,-70347.0
2003,8600,-70347.0
2004,8600,-67976.0
2004,8600,-67976.0
2005,8600,-66438.0
2005,8600,-66438.0
2006,8600,
2006,8600,
2007,8600,-30457.0
2007,8600,-30457.0
2008,8600,
2008,8600,
2009,8600,-29234.0
2009,8600,-29234.0
2010,8600,-28717.0
2010,8600,-28717.0
2011,8600,3723.0
2011,8600,3723.0
2012,8600,25577.0
2012,8600,25577.0
2013,8600,28027.0
2013,8600,28027.0
2014,8600,25795.0
2014,8600,25795.0
2015,8600,10202.0
2015,8600,10202.0
2016,8600,12731.0
2016,8600,12731.0
2017,8600,7247.0
2017,8600,7247.0
2018,8600,1.204
2018,8600,1.204
2019,8600,13.258
2019,8600,13.258
2020,8600,28.484
2020,8600,28.484
2021,8600,87.169
2021,8600,87.169
2022,8600,68.249
2022,8600,68.249
1999,8700,
2000,8700,30.0
2001,8700,247.0
2002,8700,
2003,8700,
2004,8700,
2005,8700,2537.0
2006,8700,
2007,8700,3072.0
2008,8700,
2009,8700,4283.0
2010,8700,178.0
2011,8700,1963.0
2012,8700,1789.0
2013,8700,-36696.0
2014,8700,-29994.0
2015,8700,3688.0
2016,8700,2053.0
2017,8700,-2936.0
2018,8700,-41.518
2019,8700,-3.276
2020,8700,-2.489
2021,8700,-2.136
2022,8700,-1.6
1999,9000,
2000,9000,
2001,9000,
2002,9000,
2003,9000,-318225.0
2004,9000,-343896.0
2005,9000,-274558.0
2006,9000,
2007,9000,-136297.0
2008,9000,
2009,9000,-159882.0
2010,9000,-159266.0
2011,9000,-157547.0
2012,9000,-156041.0
2013,9000,-153915.0
2014,9000,-152039.0
2015,9000,-163775.0
2016,9000,-161865.0
2017,9000,-160079.0
2018,9000,-157.833
2019,9000,-155.465
2020,9000,-155.113
2021,9000,-154.826
2022,9000,-154.513
1999,9100,
2000,9100,
2001,9100,
2002,9100,
2003,9100,-25339.0
2004,9100,-41002.0
2005,9100,-55885.0
2006,9100,
2007,9100,-31283.0
2008,9100,
2009,9100,-34533.0
2010,9100,-35761.0
2011,9100,-38410.0
2012,9100,-41368.0
2013,9100,-52355.0
2014,9100,-50250.0
2015,9100,-44083.0
2016,9100,-44399.0
2017,9100,-47524.0
2018,9100,-72.022
2019,9100,-97.301
2020,9100,-81.869
2021,9100,-56.412
2022,9100,-42.571
1999,9200,
2000,9200,
2001,9200,
2002,9200,
2003,9200,-23745.0
2004,9200,-42748.0
2005,9200,-31523.0
2006,9200,
2007,9200,-38857.0
2008,9200,
2009,9200,-42458.0
2010,9200,-37202.0
2011,9200,-57597.0
2012,9200,-55824.0
2013,9200,-68097.0
2014,9200,-83378.0
2015,9200,-60883.0
2016,9200,-38579.0
2017,9200,-20114.0
2018,9200,-15.104
2019,9200,-15.73
2020,9200,-29.784
2021,9200,0.0
2022,9200,-86.713
1999,9300,
2000,9300,
2001,9300,
2002,9300,-13331.0
2003,9300,-11327.0
2004,9300,-11958.0
2005,9300,-9206.0
2006,9300,
2007,9300,-10564.0
2008,9300,
2009,9300,-11297.0
2010,9300,-11573.0
2011,9300,-12590.0
2012,9300,-13796.0
2013,9300,-35412.0
2014,9300,-40247.0
2015,9300,-63579.0
2016,9300,-52361.0
2017,9300,-57460.0
2018,9300,-56.252
2019,9300,-45.041
2020,9300,-42.466
2021,9300,-24.475
2022,9300,-7.481
1999,9400,
2000,9400,
2001,9400,
2002,9400,
2003,9400,-90527.0
2004,9400,-97892.0
2005,9400,-111501.0
2006,9400,
2007,9400,-9370.0
2008,9400,
2009,9400,-5950.0
2010,9400,-5568.0
2011,9400,-4783.0
2012,9400,-3872.0
2013,9400,-3536.0
2014,9400,-3536.0
2015,9400,-2846.0
2016,9400,
2017,9400,
2018,9400,
2019,9400,
2020,9400,
2021,9400,1.851
2022,9400,1.693
1999,9500,
2000,9500,
2001,9500,
2002,9500,
2003,9500,-35555.0
2004,9500,-30160.0
2005,9500,-40697.0
2006,9500,
2007,9500,-19917.0
2008,9500,
2009,9500,-17042.0
2010,9500,-18271.0
2011,9500,-20300.0
2012,9500,-21804.0
2013,9500,-20988.0
2014,9500,-20381.0
2015,9500,-19374.0
2016,9500,-17879.0
2017,9500,-16727.0
2018,9500,-15.715
2019,9500,-14.72
2020,9500,-14.479
2021,9500,-11.846
2022,9500,-11.428
1999,9600,
2000,9600,
2001,9600,
2002,9600,
2003,9600,-62128.0
2004,9600,-63039.0
2005,9600,-39099.0
2006,9600,
2007,9600,-5762.0
2008,9600,
2009,9600,-11184.0
2010,9600,-9909.0
2011,9600,-9078.0
2012,9600,-10877.0
2013,9600,-17868.0
2014,9600,-25908.0
2015,9600,-24813.0
2016,9600,-19637.0
2017,9600,-21805.0
2018,9600,-69.927
2019,9600,-55.804
2020,9600,-43.434
2021,9600,-33.742
2022,9600,-26.953
1999,9700,
2000,9700,
2001,9700,
2002,9700,
2003,9700,-9433.0
2004,9700,-15050.0
2005,9700,-20638.0
2006,9700,
2007,9700,-31877.0
2008,9700,
2009,9700,-50364.0
2010,9700,-45614.0
2011,9700,-32626.0
2012,9700,-29685.0
2013,9700,-27890.0
2014,9700,-25344.0
2015,9700,-23378.0
2016,9700,-21448.0
2017,9700,-19590.0
2018,9700,-19.441
2019,9700,-18.952
2020,9700,-18.825
2021,9700,-18.746
2022,9700,-45.479
1999,9800,
2000,9800,
2001,9800,
2002,9800,-14436.0
2003,9800,-15852.0
2004,9800,-21518.0
2005,9800,-16912.0
2006,9800,
2007,9800,-10419.0
2008,9800,
2009,9800,-24146.0
2010,9800,-24788.0
2011,9800,-23663.0
2012,9800,-23624.0
2013,9800,-19624.0
2014,9800,-20365.0
2015,9800,-21685.0
2016,9800,-20440.0
2017,9800,-15912.0
2018,9800,-14.389
2019,9800,-14.512
2020,9800,-15.879
2021,9800,-10.501
2022,9800,-10.451
